Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,26:48.36,,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1245
2,26:48.95,,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,Hengelo (NED),17 JUL 2019,1244
3,26:49.34,,Yomif KEJELCHA,01 AUG 1997,ETH,2,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1243
4,26:49.46,,Selemon BAREGA,20 JAN 2000,ETH,2,,Hengelo (NED),17 JUL 2019,1243
5,26:50.16,,Rhonex KIPRUTO,12 OCT 1999,KEN,1,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1242
6,26:53.15,,Andamlak BELIHU,20 NOV 1998,ETH,4,,Hengelo (NED),17 JUL 2019,1237
7,26:54.39,,Jemal MEKONEN,11 SEP 1996,ETH,5,,Hengelo (NED),17 JUL 2019,1235
8,26:55.36,,Rodgers KWEMOI,03 MAR 1998,KEN,4,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1234
9,26:56.46,,Abadi HADIS,06 NOV 1997,ETH,6,,Hengelo (NED),17 JUL 2019,1232
10,26:59.35,,Mohammed AHMED,05 JAN 1991,CAN,6,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1227
11,27:00.73,,Berehanu TSEGU,30 SEP 1999,ETH,7,,Hengelo (NED),17 JUL 2019,1225
12,27:02.26,,Solomon BERIHU,02 OCT 1999,ETH,8,,Hengelo (NED),17 JUL 2019,1223
13,27:04.72,,Lopez LOMONG,01 JAN 1985,USA,7,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1219
14,27:10.76,,Yemaneberhan CRIPPA,15 OCT 1996,ITA,8,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1209
15,27:17.29,,Julien WANDERS,18 MAR 1996,SUI,9,,Hengelo (NED),17 JUL 2019,1199
16,27:18.10,,Tamirat TOLA,11 AUG 1991,ETH,10,,Hengelo (NED),17 JUL 2019,1197
17,27:22.89,,Abdallah Kibet MANDE,10 MAY 1995,UGA,11,,Hengelo (NED),17 JUL 2019,1190
18,27:23.49,,Mogos TUEMAY,24 MAY 1997,ETH,12,,Hengelo (NED),17 JUL 2019,1189
19,27:23.80,,Stewart MCSWEYN,01 JUN 1995,AUS,1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",14 DEC 2019,1188
20,27:24.09,,Vincent Kiprotich KIBET,19 MAR 1999,KEN,13,,Hengelo (NED),17 JUL 2019,1188
21,27:24.74,,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,10,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1187
22,27:24.76,,Geoffrey KAMWOROR,22 NOV 1992,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1187
23,27:24.78,,Sondre Nordstad MOEN,12 JAN 1991,NOR,1f1,,Kristiansand (NOR),31 AUG 2019,1187
24,27:26.11,,Benard KIBET,25 NOV 1999,KEN,1f1,,Fukagawa (JPN),09 JUL 2019,1185
25,27:27.68,,Aron KIFLE,20 FEB 1998,ERI,3,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1182
26,27:30.24,,Tesfahun AKALNEW,29 APR 1999,ETH,1,,Nijmegen (NED),15 JUN 2019,1178
27,27:30.88,,Haftu TEKLU,21 JAN 2000,ETH,2,,Nijmegen (NED),15 JUN 2019,1177
28,27:31.20,,Patrick TIERNAN,11 SEP 1994,AUS,2,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",14 DEC 2019,1177
29,27:31.76,,Belay Tilahun BEZABEH,07 JAN 1995,ETH,14,,Hengelo (NED),17 JUL 2019,1176
30,27:32.68,,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f2,,Kumagaya (JPN),18 MAY 2019,1174
31,27:32.89,,Kirubel ERASSA,17 JUN 1993,USA,3,,Nijmegen (NED),15 JUN 2019,1174
32,27:33.21,,Andrew LOROT,02 DEC 1997,KEN,2f2,,Kumagaya (JPN),18 MAY 2019,1173
33,27:33.42,,Eric Kiprono KIPTANUI,19 APR 1990,KEN,4,,Nijmegen (NED),15 JUN 2019,1173
34,27:34.01,,Leonard KORIR,10 DEC 1986,USA,5,,Nijmegen (NED),15 JUN 2019,1172
35,27:34.88,,Alfred BARKACH,02 MAR 1997,KEN,6,,Nijmegen (NED),15 JUN 2019,1171
36,27:38.78,,Daniel KIPKEMBOI,05 JUL 1996,KEN,2f1,,Fukagawa (JPN),09 JUL 2019,1165
37,27:43.34,,Joseph Mana NDIRANGU,09 SEP 1994,KEN,1f3,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2019,1158
38,27:43.89,,Paul CHELIMO,27 OCT 1990,USA,5,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1157
39,27:44.22,,Patrick MATHENGE,02 NOV 1997,KEN,2f3,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2019,1156
40,27:44.81,,Alexander Mutiso MUNYAO,10 SEP 1996,KEN,3f3,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2019,1155
41,27:45.59,,James BUNUKA,01 NOV 1997,KEN,4f3,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2019,1154
42,27:45.62,,Josphat Ledama KISAISA,25 JUN 1998,KEN,2f1,,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2019,1154
43,27:46.21,,Joel MWAURA,20 JAN 1999,KEN,3f1,,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2019,1153
44,27:46.63,,Evans Keitany KIPTUM,27 NOV 1999,KEN,1f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1153
45,27:46.65,,Guye Idemo ADOLA,20 OCT 1990,ETH,15,,Hengelo (NED),17 JUL 2019,1152
46,27:47.36,,Enock OMWAMBA,04 APR 1993,KEN,1f2,,"Yanmar Stadium Nagai, Osaka (JPN)",21 SEP 2019,1151
47,27:47.66,,Stephen KISSA,01 DEC 1988,UGA,7,,Nijmegen (NED),15 JUN 2019,1151
48,27:47.76,,Vincent Kibet YEGON,05 DEC 2000,KEN,2f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1151
49,27:47.86,,Richard YATOR,04 JUN 1998,KEN,4,,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1151
50,27:48.15,,Amos KURGAT,07 MAR 1992,KEN,7,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1150
51,27:48.22,,David NGURE,10 AUG 1998,KEN,3f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1150
52,27:48.87,,Cleophas Kandie MEYAN,14 AUG 2000,KEN,5f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1149
53,27:49.67,,Wesley LEDAMA,02 JUL 1999,KEN,7f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1148
54,27:51.89,,Milkesa MENGESHA,16 APR 2000,ETH,16,,Hengelo (NED),17 JUL 2019,1144
55,27:51.91,,Razini LEMETEKI,21 DEC 1998,KEN,1f10,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",21 SEP 2019,1144
56,27:51.99,,Mogeni Benuel MAGOMA,11 MAR 2001,KEN,8f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1144
57,27:52.00,,Vincent Kipkemoi NGETICH,03 JAN 1999,KEN,2f10,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",21 SEP 2019,1144
58,27:52.25,,Amanal PETROS,17 MAY 1995,GER,2f1,,London (GBR),06 JUL 2019,1144
59,27:52.39,,Ben TRUE,29 DEC 1985,USA,1,,"Palo Alto, CA (USA)",02 MAY 2019,1144
60,27:53.32,,Benard KIMELI,10 SEP 1995,KEN,5,,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1142
61,27:53.39,,Ali KAYA,20 APR 1994,TUR,9,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1142
62,27:53.59,,Shadrack Kipngetich KOECH,05 SEP 1997,KEN,1,,Kitale (KEN),03 AUG 2019,1142
63,27:53.67,,Yuta SHITARA,18 DEC 1991,JPN,1,,Nobeoka (JPN),04 MAY 2019,1142
64,27:54.15,,Harry SUMMERS,19 MAY 1990,AUS,2f1,,Kristiansand (NOR),31 AUG 2019,1141
65,27:55.30,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1,,Nairobi (KEN),22 JUN 2019,1139
66,27:55.44,,Muthoni MUIRU,27 MAR 1998,KEN,12f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1139
67,27:56.19,,Marc SCOTT,21 DEC 1993,GBR,2,,"Palo Alto, CA (USA)",02 MAY 2019,1138
