Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:26.69,,Asbel KIPROP,30 JUN 1989,KEN,1,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1292
2,3:28.75,,Taoufik MAKHLOUFI,29 APR 1988,ALG,2,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1263
3,3:28.79,,Abdelaati IGUIDER,25 MAR 1987,MAR,3,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1262
4,3:28.93,,Mo FARAH,23 MAR 1983,GBR,4,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1260
5,3:29.66,,Nick WILLIS,25 APR 1983,NZL,5,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1250
6,3:29.67,,Elijah Motonei MANANGOI,05 JAN 1993,KEN,6,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1249
7,3:30.10,,Robert BIWOTT,28 JAN 1996,KEN,7,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1243
8,3:30.12,,Silas KIPLAGAT,20 AUG 1989,KEN,1,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1243
9,3:30.17,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,2,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1242
10,3:30.29,,Aman WOTE,18 APR 1984,ETH,8,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1241
11,3:30.34,,Collins CHEBOI,25 SEP 1987,KEN,9,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1240
12,3:30.40,,Matthew CENTROWITZ,18 OCT 1989,USA,10,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1239
13,3:30.43,,Ronald KWEMOI,19 SEP 1995,KEN,3,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1239
14,3:31.76,,James Kiplagat MAGUT,20 JUL 1990,KEN,7,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1220
15,3:32.68,,Ilham Tanui ÖZBILEN,05 MAR 1990,TUR,10,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1207
16,3:32.85,,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,11,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1204
17,3:32.97,,Evan JAGER,08 MAR 1989,USA,1f1,,"Portland, OR (USA)",14 JUN 2015,1203
