Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:34.66,,Mo FARAH,23 MAR 1983,GBR,1,,"Olympic Stadium, London (GBR)",24 JUL 2015,1210
2,7:35.13,,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,1,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1207
3,7:36.39,,Yenew ALAMIREW,27 MAY 1990,ETH,2,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1199
4,7:37.05,,Emmanuel KIPSANG,13 JUN 1991,KEN,2,,"Olympic Stadium, London (GBR)",24 JUL 2015,1195
5,7:37.16,,Isiah Kiplangat KOECH,19 DEC 1993,KEN,3,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1194
6,7:37.85,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,4,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1190
7,7:37.92,,Bernard LAGAT,12 DEC 1974,USA,1,,Metz (FRA) (i),25 FEB 2015,1214
8,7:37.97,,Garrett HEATH,03 NOV 1985,USA,5,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1189
9,7:38.08,,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1188
9,7:38.08,,Ben BLANKENSHIP,15 DEC 1988,USA,6,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1188
11,7:38.42,,Ali KAYA,20 APR 1994,TUR,1,,"O2 Arena, Praha (CZE) (i)",07 MAR 2015,1211
12,7:39.22,,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1181
13,7:39.68,,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,,Metz (FRA) (i),25 FEB 2015,1203
14,7:39.70,,Hillary Kipkorir MAIYO,02 OCT 1993,KEN,8,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1178
15,7:39.85,,Collis BIRMINGHAM,27 DEC 1984,AUS,4,,"Olympic Stadium, London (GBR)",24 JUL 2015,1177
16,7:39.96,,Imane MERGA,15 OCT 1988,ETH,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1177
17,7:39.99,,Yomif KEJELCHA,01 AUG 1997,ETH,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1176
