Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:26.95,,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1244
2,8:30.29,,Meseret DEFAR,19 NOV 1983,ETH,1,,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1207
3,8:31.23,,Mercy CHERONO,07 MAY 1991,KEN,2,,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1204
4,8:32.53,,Sifan HASSAN,01 JAN 1993,ETH,3,,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1199
5,8:33.97,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1194
6,8:34.05,,Gladys CHERONO,12 MAY 1983,KEN,5,,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1194
7,8:34.25,,Hellen OBIRI,13 DEC 1989,KEN,6,,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1193
8,8:34.43,,Shannon ROWBURY,19 SEP 1984,USA,7,,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1193
9,8:37.47,,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,2,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1182
10,8:39.13,,Agnes Jebet TIROP,23 OCT 1995,KEN,3,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1177
11,8:39.65,,Susan KUIJKEN,08 JUL 1986,NED,4,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1175
12,8:40.42,,Renata PLIŚ,05 FEB 1985,POL,9,,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1172
13,8:41.43,,Emily INFELD,21 MAR 1990,USA,5,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1169
14,8:42.64,,Gabriele GRUNEWALD,25 JUN 1986,USA,2,,"Olympic Stadium, London (GBR)",26 JUL 2013,1164
15,8:42.99,,Molly HUDDLE,31 AUG 1984,USA,3,,"Olympic Stadium, London (GBR)",26 JUL 2013,1163
16,8:44.02,,Sheila REID,02 AUG 1989,CAN,4,,"Olympic Stadium, London (GBR)",26 JUL 2013,1160
17,8:44.30,,Almaz AYANA,21 NOV 1991,ETH,1,,Dakar (SEN),12 JUN 2013,1159
18,8:46.89,,Jordan HASAY,21 SEP 1991,USA,5,,"Olympic Stadium, London (GBR)",26 JUL 2013,1150
19,8:47.34,,Chelsea SODARO,09 MAY 1989,USA,6,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1148
20,8:47.68,,Diana SUJEW,02 NOV 1990,GER,7,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1147
21,8:47.79,,Eilish MCCOLGAN,25 NOV 1990,GBR,8,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1147
22,8:47.95,,Kim CONLEY,14 MAR 1986,USA,6,,"Olympic Stadium, London (GBR)",26 JUL 2013,1146
23,8:48.37,,Tejitu DABA,20 AUG 1991,BRN,1,,Nijmegen (NED),12 JUN 2013,1145
24,8:49.32,,Rosemary WANJIRU,09 DEC 1994,KEN,1,,Oita (JPN),03 AUG 2013,1142
25,8:50.16,,Helen CLITHEROE,02 JAN 1974,GBR,1,,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2013,1162
26,8:50.40,,Alemitu HAROYE,09 MAY 1995,ETH,2,,Nijmegen (NED),12 JUN 2013,1138
27,8:50.42,,Yelena KOROBKINA,25 NOV 1990,RUS,1,,Moskva (RUS) (i),12 FEB 2013,1161
28,8:50.76,,Natalya ARISTARKHOVA,31 OCT 1989,RUS,2,,Moskva (RUS) (i),12 FEB 2013,1160
29,8:51.04,,Corinna HARRER,19 JAN 1991,GER,2,,"Messehalle, Karlsruhe (GER) (i)",02 FEB 2013,1159
30,8:51.60,,Perine NENGAMPI,1989,KEN,1,,Lapinlahti (FIN),21 JUL 2013,1134
31,8:51.70,,Almenesh BELETE,26 JUL 1989,BEL,9,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1133
