Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:45.12,,Mariano GARCÍA,25 SEP 1997,ESP,1,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",06 FEB 2022,1228
2,1:45.24,,Brandon MILLER,27 JUN 2003,USA,1,,"Gilliam Indoor Track, College Station, TX (USA) (i)",26 FEB 2022,1224
3,1:45.30,,Bryce HOPPEL,05 SEP 1997,USA,1,,"The Podium, Spokane, WA (USA) (i)",27 FEB 2022,1222
4,1:45.39,,Collins KIPRUTO,12 APR 1994,KEN,1,,"Utilita Arena Birmingham, Birmingham (GBR) (i)",19 FEB 2022,1219
5,1:45.42,,Elliot GILES,26 MAY 1994,GBR,2,,"Utilita Arena Birmingham, Birmingham (GBR) (i)",19 FEB 2022,1218
6,1:45.71,,Andreas KRAMER,13 APR 1997,SWE,2,,"Arena, Toruń (POL) (i)",22 FEB 2022,1209
7,1:45.82,,Álvaro DE ARRIBA,02 JUN 1994,ESP,3,,"Utilita Arena Birmingham, Birmingham (GBR) (i)",19 FEB 2022,1206
8,1:45.90,,Shane STREICH,19 SEP 1996,USA,1,,"Gately Indoor TF Center, Chicago, IL (USA) (i)",05 MAR 2022,1204
9,1:46.01,,Marcin LEWANDOWSKI,13 JUN 1987,POL,4,,"Arena, Toruń (POL) (i)",22 FEB 2022,1200
10,1:46.06,,Noah KIBET,12 APR 2004,KEN,1f3,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",12 FEB 2022,1199
11,1:46.11,,Eliott CRESTAN,22 FEB 1999,BEL,1f2,,"Complexe Sportif de Blocry, Louvain-La-Neuve (BEL) (i)",26 FEB 2022,1197
12,1:46.17,,Adrián BEN,04 AUG 1998,ESP,4,,"Gallur, Madrid (ESP) (i)",02 MAR 2022,1195
13,1:46.26,,Erik SOWINSKI,21 DEC 1989,USA,2,,"Armory Track&Field Center, New York, NY (USA) (i)",05 FEB 2022,1192
14,1:46.28,,Djamel SEDJATI,03 MAY 1999,ALG,1f1,,"Pista Coberta de Catalunya, Sabadell (ESP) (i)",08 FEB 2022,1192
15,1:46.29,,Moad ZAHAFI,09 MAY 1998,MAR,1f1,,"Sports Performance Center, Lubbock, TX (USA) (i)",11 FEB 2022,1192
15,1:46.29,,Adam KSZCZOT,02 SEP 1989,POL,5,,"Arena, Toruń (POL) (i)",22 FEB 2022,1192
17,1:46.30,,Isaiah HARRIS,18 OCT 1996,USA,2,,"The Podium, Spokane, WA (USA) (i)",27 FEB 2022,1191
18,1:46.32,,Michael SARUNI,18 JUN 1995,KEN,2,,"Armory Track&Field Center, New York, NY (USA) (i)",29 JAN 2022,1191
19,1:46.35,,Quamel PRINCE,20 APR 1994,GUY,2,,"Gately Indoor TF Center, Chicago, IL (USA) (i)",05 MAR 2022,1190
20,1:46.37,,Balázs VINDICS,28 MAR 1994,HUN,1f2,,"BOK Csarnok, Budapest (HUN) (i)",19 FEB 2022,1189
21,1:46.40,,Mostafa SMAILI,09 JAN 1997,MAR,2f1,,"Pista Coberta de Catalunya, Sabadell (ESP) (i)",08 FEB 2022,1188
22,1:46.46,,Guy LEARMONTH,20 APR 1992,GBR,4,,"Utilita Arena Birmingham, Birmingham (GBR) (i)",19 FEB 2022,1186
23,1:46.47,,Marc REUTHER,23 JUN 1996,GER,1f1,,"Hartwig-Gauder-Halle, Erfurt (GER) (i)",01 FEB 2022,1186
23,1:46.47,,Alex AMANKWA,02 MAR 1992,GHA,3,,"Gately Indoor TF Center, Chicago, IL (USA) (i)",05 MAR 2022,1186
25,1:46.49,,Tony VAN DIEPEN,17 APR 1996,NED,3,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",06 FEB 2022,1185
