Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:42.45,,Nijel AMOS,15 MAR 1994,BOT,1,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1252
2,1:42.53,,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,2,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1250
3,1:42.83,,Mohammed AMAN,10 JAN 1994,ETH,3,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1241
4,1:42.84,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,4,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1240
5,1:42.98,,David RUDISHA,17 DEC 1988,KEN,5,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1236
6,1:43.34,,Asbel KIPROP,30 JUN 1989,KEN,1,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1225
7,1:43.53,,Taoufik MAKHLOUFI,29 APR 1988,ALG,2,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1219
8,1:43.65,,Timothy KITUM,20 NOV 1994,KEN,1f1,,Heusden-Zolder (BEL),19 JUL 2014,1215
9,1:43.69,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1f1,,Huddinge (SWE),25 JUL 2014,1214
10,1:43.71,,Yeimer LÓPEZ,28 AUG 1982,CUB,3,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1213
11,1:43.88,,Duane SOLOMON,28 DEC 1984,USA,1f1,,"Walnut, CA (USA)",19 APR 2014,1208
12,1:43.95,,Alfred KIPKETER,28 DEC 1996,KEN,1,,"Hayward Field, Eugene, OR (USA)",27 JUL 2014,1206
13,1:44.02,,Adam KSZCZOT,02 SEP 1989,POL,3,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1204
14,1:44.03,,Marcin LEWANDOWSKI,13 JUN 1987,POL,4,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1203
14,1:44.03,,Musaeb Abdulrahman BALLA,19 MAR 1989,QAT,2f1,,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,1203
16,1:44.09,,Abubaker KAKI,21 JUN 1989,SUD,3f1,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1201
