Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:56.99,,Eunice Jepkoech SUM,10 APR 1988,KEN,1,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1217
2,1:57.52,,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1sf3,,"National Stadium, Beijing (CHN)",27 AUG 2015,1207
3,1:57.54,,Marina ARZAMASOVA,17 DEC 1987,BLR,2sf3,,"National Stadium, Beijing (CHN)",27 AUG 2015,1207
4,1:57.62,,Francine NIYONSABA,05 MAY 1993,BDI,1f1,,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015,1205
5,1:57.70,,Rose Mary ALMANZA,13 JUL 1992,CUB,2,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1204
6,1:57.71,,Lynsey SHARP,11 JUL 1990,GBR,1,,"Olympiastadion, Berlin (GER)",06 SEP 2015,1204
7,1:57.87,,Ajee' WILSON,08 MAY 1994,USA,2,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1201
8,1:57.95,,Selina BÜCHEL,26 JUL 1991,SUI,3,,"Stade de France, Paris-St-Denis (FRA)",04 JUL 2015,1199
9,1:58.02,,Faith KIPYEGON,10 JAN 1994,KEN,2f1,,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015,1198
10,1:58.34,,Fabienne KOHLMANN,06 NOV 1989,GER,2,,"Olympiastadion, Berlin (GER)",06 SEP 2015,1192
11,1:58.35,,Joanna JÓŹWIK,30 JAN 1991,POL,4sf3,,"National Stadium, Beijing (CHN)",27 AUG 2015,1192
12,1:58.50,,Sifan HASSAN,01 JAN 1993,NED,5sf3,,"National Stadium, Beijing (CHN)",27 AUG 2015,1189
13,1:58.55,,Rababe ARAFI,12 JAN 1991,MAR,1sf1,,"National Stadium, Beijing (CHN)",27 AUG 2015,1188
14,1:58.57,,Nataliya LUPU,04 NOV 1987,UKR,2sf1,,"National Stadium, Beijing (CHN)",27 AUG 2015,1188
