Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:06.62,Letesenbet GIDEY,20 MAR 1998,ETH,1,,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020,1269
2,14:22.12,Hellen OBIRI,13 DEC 1989,KEN,1,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1238
3,14:23.92,Shelby HOULIHAN,08 FEB 1993,USA,1,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1234
4,14:26.34,Karissa SCHWEIZER,04 MAY 1996,USA,2,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1229
5,14:26.57,Letesenbet GIDEY,20 MAR 1998,ETH,2,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1229
6,14:35.44,Laura WEIGHTMAN,01 JUL 1991,GBR,3,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1211
7,14:37.85,Sifan HASSAN,01 JAN 1993,NED,1,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1206
8,14:40.51,Sheila CHELANGAT,11 APR 1998,KEN,2,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1201
9,14:40.70,Yasemin CAN,11 DEC 1996,TUR,3,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1201
10,14:43.80,Jessica HULL,22 OCT 1996,AUS,4,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1195
11,14:45.11,Shannon ROWBURY,19 SEP 1984,USA,5,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1192
12,14:46.22,Gudaf TSEGAY,23 JUN 1997,ETH,4,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1190
13,14:48.02,Elise CRANNY,09 MAY 1996,USA,1,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1186
14,14:50.06,Courtney FRERICHS,18 JAN 1993,USA,2,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1182
15,14:54.03,Tsehay GEMECHU,12 DEC 1998,ETH,5,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1175
16,14:55.01,Beatrice CHEPKOECH,06 JUL 1991,KEN,6,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1173
17,14:55.32,Rebecca MWANGI,15 JUN 2001,KEN,1f3,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1172
18,14:55.83,Hitomi NIIYA,26 FEB 1988,JPN,2f3,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1171
19,14:57.37,Eilish MCCOLGAN,25 NOV 1990,GBR,7,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1168
20,14:59.37,Ririka HIRONAKA,24 NOV 2000,JPN,3f3,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1164
21,15:02.55,Shelby HOULIHAN,08 FEB 1993,USA,1f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 DEC 2020,1158
22,15:02.62,Nozomi TANAKA,04 SEP 1999,JPN,1f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1158
23,15:03.09,Hellen Ekalale LOBUN,18 MAR 1999,KEN,2f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1157
